timestamp,FR_hip_q,FR_hip_dq,FR_hip_tau,FR_thigh_q,FR_thigh_dq,FR_thigh_tau,FR_calf_q,FR_calf_dq,FR_calf_tau,FL_hip_q,FL_hip_dq,FL_hip_tau,FL_thigh_q,FL_thigh_dq,FL_thigh_tau,FL_calf_q,FL_calf_dq,FL_calf_tau,RR_hip_q,RR_hip_dq,RR_hip_tau,RR_thigh_q,RR_thigh_dq,RR_thigh_tau,RR_calf_q,RR_calf_dq,RR_calf_tau,RL_hip_q,RL_hip_dq,RL_hip_tau,RL_thigh_q,RL_thigh_dq,RL_thigh_tau,RL_calf_q,RL_calf_dq,RL_calf_tau,foot_FL,foot_FR,foot_RL,foot_RR,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1781770653.3379931,0.05088911950588226,0.015502095222473145,-0.7421484589576721,0.6638189554214478,0.04263076186180115,0.5689804553985596,-1.488999605178833,0.0,7.681236743927002,-0.04967808723449707,-0.06200838088989258,0.07421484589576721,0.6769290566444397,0.046506285667419434,-0.12369140982627869,-1.4559049606323242,0.026286162436008453,7.823481559753418,0.0474323034286499,0.011626571416854858,0.2721211016178131,0.7930984497070312,0.054257333278656006,0.5195039510726929,-1.5250166654586792,0.006066037341952324,9.577837944030762,0.0016172528266906738,-0.015502095222473145,0.024738281965255737,0.6987233757972717,-0.023253142833709717,1.979062557220459,-1.441766619682312,0.02022012509405613,7.870896816253662,19,38,40,34,0.008195024,-0.0033366024,-2.7688782,-0.009587379,0.0042610574,-0.012783172,0.22505496,0.24061728,9.518148
1781770653.3396752,0.05088911950588226,-0.011626571416854858,-0.6926718950271606,0.6637886762619019,0.003875523805618286,0.5442422032356262,-1.488999605178833,0.010110062547028065,7.776066780090332,-0.04961752891540527,0.034879714250564575,0.07421484589576721,0.6769290566444397,0.046506285667419434,-0.12369140982627869,-1.4559208154678345,-0.02022012509405613,7.870896816253662,0.0474928617477417,0.11626572161912918,0.2721211016178131,0.7930984497070312,0.054257333278656006,0.5195039510726929,-1.5250166654586792,0.0020220123697072268,9.625253677368164,0.0016172528266906738,0.003875523805618286,0.024738281965255737,0.6987233757972717,-0.015502095222473145,1.9048477411270142,-1.441766619682312,0.024264149367809296,7.965726852416992,19,38,40,34,0.008190481,-0.0033553075,-2.768889,-0.0021305287,-0.011717907,-0.009587379,0.22505496,0.24061728,9.518148
1781770653.3408244,0.05088911950588226,-0.003875523805618286,-0.6926718950271606,0.6638189554214478,0.054257333278656006,0.6431953310966492,-1.488999605178833,0.006066037341952324,7.823481559753418,-0.04961752891540527,0.003875523805618286,0.049476563930511475,0.6768987774848938,-0.011626571416854858,-0.07421484589576721,-1.4559049606323242,0.018198112025856972,7.870896816253662,0.0474323034286499,0.0,0.3215976655483246,0.7930984497070312,0.054257333278656006,0.5195039510726929,-1.5250166654586792,-0.0020220123697072268,9.577837944030762,0.0016172528266906738,0.011626571416854858,0.024738281965255737,0.6986930966377258,-0.07751047611236572,1.979062557220459,-1.441766619682312,0.02022012509405613,7.965726852416992,19,38,40,34,0.008180663,-0.0033646263,-2.7688923,-0.010652643,-0.008522115,-0.013848436,0.23582886,0.22146365,9.475053
1781770653.3419013,0.05088911950588226,-0.03875523805618286,-0.6926718950271606,0.6638492345809937,0.0852615237236023,0.5937187671661377,-1.4890154600143433,-0.028308173641562462,7.823481559753418,-0.04961752891540527,0.003875523805618286,0.07421484589576721,0.6768684983253479,-0.06200838088989258,-0.07421484589576721,-1.4559049606323242,0.022242136299610138,8.013141632080078,0.0474625825881958,0.03875523805618286,0.2721211016178131,0.7930681705474854,0.015502095222473145,0.5195039510726929,-1.5250166654586792,0.0,9.577837944030762,0.0016172528266906738,0.007751047611236572,0.024738281965255737,0.6987233757972717,-0.027128666639328003,1.9048477411270142,-1.4417823553085327,-0.0040440247394144535,7.965726852416992,19,38,40,34,0.0081611285,-0.0033455112,-2.7688832,-0.009587379,0.0053263213,0.0,0.23582886,0.22146365,9.475053
1781770653.3430135,0.05091939866542816,0.007751047611236572,-0.6926718950271606,0.6638189554214478,0.03875523805618286,0.5937187671661377,-1.4889838695526123,0.014154086820781231,7.776066780090332,-0.04964780807495117,-0.05813286080956459,0.07421484589576721,0.6768987774848938,0.007751047611236572,-0.12369140982627869,-1.4559208154678345,-0.010110062547028065,8.013141632080078,0.0474625825881958,0.05038180947303772,0.2721211016178131,0.7930984497070312,0.054257333278656006,0.470027357339859,-1.5250166654586792,0.008088049478828907,9.48300838470459,0.0016172528266906738,0.023253142833709717,0.024738281965255737,0.6987536549568176,0.023253142833709717,1.9048477411270142,-1.441766619682312,0.02022012509405613,8.060556411743164,19,38,40,34,0.008152688,-0.0033686054,-2.7688909,-0.009587379,-0.012783172,-0.015978964,0.20350714,0.18674773,9.495404
1781770653.34408,0.05094967782497406,0.046506285667419434,-0.6679335832595825,0.6637886762619019,-0.01937761902809143,0.5937187671661377,-1.488999605178833,-0.018198112025856972,7.681236743927002,-0.04961752891540527,-0.01937761902809143,0.07421484589576721,0.6768987774848938,-0.05813286080956459,-0.14842969179153442,-1.4559049606323242,0.03033018670976162,7.870896816253662,0.0474625825881958,0.03875523805618286,0.3463359475135803,0.7930681705474854,0.011626571416854858,0.5195039510726929,-1.5250166654586792,-0.0040440247394144535,9.577837944030762,0.0016172528266906738,-0.03875523805618286,0.0,0.6986930966377258,-0.09301257133483887,1.9048477411270142,-1.441766619682312,0.02022012509405613,7.965726852416992,19,38,40,34,0.008134489,-0.003363787,-2.7688982,-0.009587379,0.012783172,-0.011717907,0.20350714,0.18674773,9.495404
1781770653.3451433,0.05088911950588226,-0.08913704752922058,-0.6926718950271606,0.6637886762619019,-0.007751047611236572,0.5689804553985596,-1.488999605178833,0.0,7.965726852416992,-0.04961752891540527,-0.027128666639328003,0.07421484589576721,0.6768684983253479,-0.06200838088989258,-0.07421484589576721,-1.4559208154678345,-0.010110062547028065,7.823481559753418,0.0474928617477417,0.06975942850112915,0.2721211016178131,0.7930984497070312,0.06588390469551086,0.5195039510726929,-1.5250166654586792,0.0040440247394144535,9.48300838470459,0.0016474723815917969,0.0852615237236023,0.024738281965255737,0.6987233757972717,-0.027128666639328003,1.9048477411270142,-1.4417823553085327,-0.008088049478828907,7.965726852416992,19,38,40,34,0.008127739,-0.0033887634,-2.7688997,0.0,-0.0149137005,-0.0053263213,0.20350714,0.18674773,9.495404
1781770653.3461986,0.05091939866542816,-0.01937761902809143,-0.7421484589576721,0.6638189554214478,0.03875523805618286,0.5689804553985596,-1.488999605178833,0.0020220123697072268,7.823481559753418,-0.04961752891540527,-0.03875523805618286,0.07421484589576721,0.6768987774848938,-0.007751047611236572,-0.07421484589576721,-1.4559049606323242,0.02022012509405613,7.965726852416992,0.0474928617477417,0.06200838088989258,0.3215976655483246,0.7930378913879395,-0.05813286080956459,0.470027357339859,-1.5250324010849,-0.026286162436008453,9.577837944030762,0.0015869736671447754,-0.027128666639328003,0.0,0.6987233757972717,-0.027128666639328003,1.9048477411270142,-1.441766619682312,0.02022012509405613,7.965726852416992,19,38,40,34,0.00812267,-0.003397493,-2.768897,-0.0074568503,-0.011717907,-0.0042610574,0.18076223,0.19752164,9.424775
1781770653.347288,0.05091939866542816,-0.03875523805618286,-0.7421484589576721,0.6638492345809937,0.08138599991798401,0.5689804553985596,-1.4890154600143433,-0.0384182371199131,7.776066780090332,-0.04961752891540527,-0.034879714250564575,0.07421484589576721,0.6768987774848938,0.0,-0.12369140982627869,-1.4559049606323242,0.02022012509405613,7.870896816253662,0.0474625825881958,0.007751047611236572,0.2721211016178131,0.7930681705474854,0.007751047611236572,0.5442422032356262,-1.5250166654586792,0.0,9.577837944030762,0.0016172528266906738,0.034879714250564575,0.024738281965255737,0.6987536549568176,0.03100419044494629,1.9048477411270142,-1.441766619682312,0.014154086820781231,7.965726852416992,19,38,40,34,0.008115004,-0.00337845,-2.7688923,-0.006391586,0.008522115,-0.009587379,0.18076223,0.19752164,9.424775
1781770653.3483458,0.05091939866542816,-0.003875523805618286,-0.7421484589576721,0.6638189554214478,0.0,0.5689804553985596,-1.488999605178833,-0.008088049478828907,7.681236743927002,-0.04961752891540527,-0.03875523805618286,0.049476563930511475,0.6769290566444397,0.05813286080956459,-0.12369140982627869,-1.4559049606323242,0.02022012509405613,7.965726852416992,0.0475231409072876,0.1123901903629303,0.3463359475135803,0.7930681705474854,0.034879714250564575,0.5195039510726929,-1.5250324010849,-0.03033018670976162,9.435592651367188,0.0016474723815917969,0.0852615237236023,0.024738281965255737,0.6987536549568176,0.0,1.979062557220459,-1.441766619682312,0.03235219791531563,7.965726852416992,19,38,40,34,0.008120219,-0.0033801238,-2.7689047,-0.006391586,0.006391586,-0.008522115,0.21667525,0.21188685,9.446322
